,act_id,label,start_time,end_time,duration,location,mode
0,1.0,dawn,0,96,96,"(46.6149, 6.50523)",driving
1,8.0,leisure,96,117,21,"(46.6131, 6.50688)",driving
2,5.0,errands_services,117,137,20,"(46.6142, 6.50723)",driving
3,4.0,shopping,140,164,24,"(46.5032, 6.4116)",driving
4,9.0,escort,167,169,2,"(46.6131, 6.50688)",driving
5,2.0,work,172,224,52,"(46.5032, 6.4116)",driving
6,1.0,dusk,227,288,61,"(46.6149, 6.50523)",bicycling
