,act_id,label,start_time,end_time,duration,location,mode,travel_time,car_avail
0,1.0,dawn,0,9.721944444444444,9.721944444444444,"(46.6149, 6.50523)",driving,0.028055555555555514,1.0
1,5.0,errands_services (car),9.75,12.695833333333342,2.9458333333333417,"(46.6142, 6.50723)",driving,0.3041666666666658,1.0
2,4.0,shopping (car),13.000000000000007,15.000000000000007,2.0,"(46.5032, 6.4116)",driving,0.3080555555555556,1.0
3,1.0,dusk,15.308055555555566,24.0,8.691944444444434,"(46.6149, 6.50523)",driving,0,1.0
