,act_id,label,start_time,end_time,duration,location,mode,travel_time,car_avail
0,1.0,dawn (b),0,7.9461111111111125,7.9461111111111125,"(46.6149, 6.50523)",bicycling,0.05388888888888889,1.0
1,8.0,leisure (car),8.0,9.0,1.0,"(46.6131, 6.50688)",driving,0.016666666666666666,1.0
2,5.0,errands_services (car),9.016666666666667,10.484722222222217,1.4680555555555497,"(46.6142, 6.50723)",driving,0.30416666666666664,1.0
3,4.0,shopping (car),10.788888888888884,12.788888888888884,2.0,"(46.5032, 6.4116)",driving,0.31027777777777776,1.0
4,9.0,escort (car),13.099166666666662,14.099166666666662,1.0,"(46.6131, 6.50688)",driving,0.3175,1.0
5,2.0,work (car),14.416666666666664,18.775277777777774,4.358611111111111,"(46.5032, 6.4116)",driving,0.3080555555555556,1.0
6,1.0,dusk,19.08333333333333,24.0,4.916666666666671,"(46.6149, 6.50523)",driving,0,1.0
