,act_id,label,start_time,end_time,duration,location,mode
3,1,dusk @ 0 (walking),114,288,174,"(46.6131, 6.50688)",walking
7,0,dawn @ 0 (walking),0,114,114,"(46.6131, 6.50688)",walking
