,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
basic_piecewise,0.7212909780000001,0.112052495,0.221200889,0.948614876,0.469638384,0.343882391,0.608165492,1.536053748,0.21438732900000002,0.211062566,0.364064178,0.484387269,0.228321571,0.11288711500000001,0.259859779,0.484731544,0.413486721,1.5971406270000001,0.140047211,0.6747547110000001,0.25976117800000004,0.7846269640000001,1.887159829,0.264883347,1.016099098,0.16063803000000001,2.773738619,0.301504121,0.218855496,0.19365932300000002,0.17220673,0.222967835,0.48359521800000005,0.281927557,0.9512923480000001,0.37742219000000005,0.48498196800000004,0.16571269000000002,0.47700873200000005,0.43642695600000003,0.155492984,0.5900402610000001,0.48636957700000005,0.263553397,0.333082407,0.221272342,0.161208592,0.362153775,0.19728935800000003,0.534100127,0.32223633,0.427374458,0.25315408500000003,0.380113729,0.353075434,0.10824030300000001,0.20486029600000003,0.644413098,0.16139056000000002,0.20524818900000003,0.175154993,0.168427467,0.23799818700000003,0.118650736,0.6729062920000001,0.19159389300000002,2.0894671270000003,0.11854840000000001,0.34269028100000004,0.343567526,0.24879155800000002,0.779319983,0.302189549,0.650669885,0.810044368,0.236993692,0.22422623900000002,0.629983728,0.197228129,0.387842306,0.178021437,0.315980822,0.416483957,0.272080884,0.11941712500000001,0.382715234,0.611001676,0.10745389000000001,0.39467918,0.428591508,0.11792940700000001,0.27171734000000003,0.88006412,0.290358991,0.167750321,0.683213621,0.697131959,0.38235778800000003,0.226595554,0.268268728
indexed_piecewise,0.017210757,0.018065511000000003,0.016700416000000003,0.017879107,0.018643888,0.020561795,0.016972082,0.016860739,0.018308621,0.017321454,0.018388818,0.017621754,0.021283771,0.016498202,0.018624718000000002,0.01638316,0.018609042000000003,0.017580482,0.018471448,0.018959218,0.017731927,0.017344765,0.015934842,0.015965016000000002,0.017849062000000002,0.016928502,0.019015671,0.016341438,0.017319875000000002,0.017566322000000002,0.018511628000000002,0.017490037,0.016625399000000003,0.018264721,0.015892896,0.017747124,0.020015414000000002,0.01640555,0.018654438000000002,0.016695787,0.015976567,0.015875077,0.019482564,0.017307885000000002,0.02053843,0.015781399,0.017369267,0.016904933,0.016915686000000003,0.019861719,0.016704451000000002,0.018324043,0.01583974,0.019258696000000002,0.016048039,0.016250732,0.016224515000000002,0.018116015000000003,0.017519276,0.017041013,0.014448923,0.017825280000000002,0.020610161000000002,0.016186014000000002,0.016800086000000002,0.017267623000000003,0.016736848000000002,0.01746291,0.020551173000000002,0.020843958000000003,0.019088177,0.019205004,0.021036889,0.018991399000000003,0.016012063,0.016285016,0.016198282,0.016336014,0.016289779,0.017489396,0.018429293000000003,0.017270891,0.016908308,0.017844624,0.017566099,0.017832253000000003,0.018004386,0.019137634,0.015061588,0.019119761000000002,0.016777098,0.016084498000000003,0.018595529,0.018521727,0.016872809000000002,0.017485809,0.017235041,0.017081485,0.017738185,0.016838733
interval_piecewise,0.029221999000000002,0.03079795,0.027907425000000003,0.026627852,0.02921436,0.027565382000000003,0.02970375,0.026345863,0.024794649000000002,0.028003042000000002,0.032135075,0.032147797,0.026023574,0.030919098000000002,0.024805070000000002,0.027980198,0.026077326,0.024520903,0.029105358,0.027329872,0.031804478000000004,0.027584625,0.028003736,0.023503731,0.021074702,0.029015907,0.027594577000000002,0.028392396,0.025001691000000003,0.024884106000000003,0.025101775000000003,0.025905426000000002,0.026864707,0.026555736,0.022649629,0.029476906,0.028304185000000003,0.031019421000000002,0.024141607000000002,0.03025194,0.024148740000000002,0.027596089,0.023594607,0.030669342000000002,0.025677343000000002,0.028383108,0.032232722000000005,0.028259976000000003,0.026357753,0.025597865,0.02673282,0.029809735,0.026355934,0.025866655000000002,0.030138754,0.025809084000000003,0.030615713000000003,0.031059304000000003,0.030988808000000003,0.024648596000000002,0.025686754000000003,0.029013794000000002,0.029360826000000003,0.023048473,0.025260081,0.025298344,0.028468203,0.030672607,0.020909609000000003,0.023603253,0.029646261,0.022644995,0.031589632,0.028093928,0.027131756000000003,0.022983251000000003,0.026216061000000002,0.025613666,0.027571954000000003,0.02501292,0.023295656,0.024925854,0.026601738000000003,0.030358152000000003,0.024259683,0.029604134,0.026376352000000002,0.029360690000000002,0.026425258,0.031056028000000003,0.029978694,0.024100815,0.028396696000000003,0.024317037000000003,0.024695021,0.022277899,0.030959121000000003,0.023936925,0.027455963000000003,0.025791222000000003
milp_piecewise,1.9724469184875488,1.3865656852722168,2.4828529357910156,0.9808850288391113,1.5158426761627197,2.5227630138397217,1.0714828968048096,3.2252843379974365,1.3471078872680664,4.349446773529053,1.4903781414031982,1.2367098331451416,1.5945782661437988,1.6984364986419678,1.771172285079956,2.096874713897705,1.7353270053863525,3.153895378112793,1.7017691135406494,3.261904239654541,3.0019643306732178,1.6226012706756592,1.5905911922454834,1.8892207145690918,3.5319011211395264,1.6299941539764404,1.4410510063171387,1.3665096759796143,1.0071184635162354,1.4021003246307373,4.399017572402954,5.21057915687561,1.4682285785675049,1.9634079933166504,0.8653008937835693,1.1693439483642578,1.7159574031829834,1.895918846130371,3.9154958724975586,1.549567699432373,2.3451523780822754,3.037642478942871,1.51656174659729,0.9131855964660645,2.2514777183532715,5.728820323944092,1.7952415943145752,1.7390515804290771,2.3344039916992188,7.956197738647461,2.000157117843628,2.8014416694641113,0.7834944725036621,1.5831482410430908,2.42450213432312,1.83909273147583,2.9302194118499756,1.7198171615600586,1.3991992473602295,1.8860559463500977,1.2274749279022217,1.6920549869537354,3.6588990688323975,1.4341580867767334,2.7974298000335693,1.730724811553955,3.0436596870422363,2.402980327606201,1.1288692951202393,1.6267948150634766,1.5310118198394775,1.5173592567443848,1.5636062622070312,1.2015044689178467,1.6154186725616455,0.8440654277801514,1.1879429817199707,1.802607774734497,1.7825725078582764,3.0874319076538086,0.6956024169921875,1.3903710842132568,1.1418709754943848,2.1057214736938477,1.1883909702301025,1.669001579284668,1.8689393997192383,2.657412528991699,1.4840211868286133,1.8659780025482178,1.87099027633667,1.8206565380096436,1.2087016105651855,0.7709155082702637,3.6362969875335693,4.474091291427612,1.6665794849395752,0.8928384780883789,1.9228153228759766,6.997085332870483
basic_stepwise,0.065964326,0.053035898000000005,0.16239350200000002,0.054613657,0.052424694,0.050885810000000004,0.049316014000000005,0.051200342,0.060780999,0.049477614,0.052261053,0.053804947000000006,0.054479216000000004,0.054857084,0.051903647000000004,0.054942019,0.059627364,0.053972386000000004,0.049656025000000006,0.058941887000000005,0.05868206200000001,0.052677119,0.049275361000000004,0.06373578,0.053191599000000006,0.055753562000000007,0.063586642,0.049785449,0.051074025,0.05493767,0.054931161000000006,0.062858835,0.049275014000000006,0.055648649,0.050043916,0.057262185,0.052331359,0.053597475000000006,0.050893003000000006,0.058305655000000005,0.053159787,0.048998117,0.055893349,0.063862182,0.055111037,0.050165527,0.052395139,0.050017177,0.053464096,0.051730688000000004,0.052518197,0.054719967,0.057318672,0.05141275,0.052841056000000004,0.054506250000000006,0.054828735,0.048250924,0.052012196000000004,0.051897457,0.054499187000000004,0.053101006000000006,0.051627886000000005,0.050834149,0.052013147,0.058433933,0.049696595,0.050835812,0.053992335,0.058370976000000005,0.058753331000000006,0.056385158000000005,0.054491485000000006,0.059001809,0.052806474000000006,0.059949721000000004,0.055388740000000006,0.054141869,0.050892200000000005,0.053091066000000006,0.05433840400000001,0.049233193,0.051946868,0.059282897,0.05907938200000001,0.054433421,0.057925796,0.056191300000000007,0.049097722,0.060246558000000006,0.054893589000000007,0.057408685,0.052132775000000006,0.049918854000000006,0.06486516,0.051734533000000006,0.056038682000000006,0.062352294,0.051894864000000006,0.05316143
indexed_stepwise,0.049179864000000004,0.049788734,0.057009586,0.055185833000000004,0.059635407,0.051350008,0.049046491000000005,0.06199085000000001,0.054370436,0.051647325,0.053068194000000006,0.058935185,0.049645219000000004,0.06199786300000001,0.058424018,0.053852985000000006,0.050428045000000005,0.0543352,0.050823602,0.050741070000000006,0.050881256,0.050968054000000006,0.053138897000000004,0.04946202,0.048608148000000004,0.057865914000000004,0.052056214,0.051570553000000005,0.054040498000000006,0.055551184,0.050000343,0.047664981,0.05222219,0.055819727000000006,0.051686924,0.05807168100000001,0.051364512,0.051036151,0.052463720000000005,0.057574568000000007,0.060356111000000004,0.064296635,0.052564475000000006,0.05997322100000001,0.056807992,0.051536074,0.050483075,0.048170281,0.050730452,0.049457321000000005,0.051088313,0.051712779,0.052552637000000006,0.054266253,0.05773075800000001,0.056282363,0.047935517000000004,0.059320232,0.050623306,0.052240901000000006,0.050864641,0.053218802,0.051776585,0.050282557000000005,0.051111062000000006,0.051319961000000004,0.057346233,0.052614495000000004,0.048323495,0.053053877000000006,0.06455037100000001,0.053216848000000004,0.055407292000000004,0.051423654000000006,0.051121592,0.059567220000000004,0.051382738000000004,0.052408533,0.053343978,0.051322504000000005,0.053762604000000005,0.055933140000000006,0.048489862,0.048694754,0.048879497,0.051641496,0.052038522000000004,0.050065196000000006,0.052483728,0.052399604,0.051292429,0.055673428000000004,0.054908601,0.053472914,0.051303172,0.051255973,0.056001730000000007,0.056806926,0.053934185,0.055891032
interval_stepwise,0.059078105000000006,0.052526922000000004,0.048026913000000004,0.05807828,0.050658472,0.051038454000000004,0.052714126,0.052711117,0.05336674600000001,0.049470039,0.051850439000000005,0.052175610000000004,0.053224617,0.054561625,0.054251983000000004,0.050517359000000005,0.053657661,0.050375143000000004,0.057767943,0.047610918,0.053342272,0.050130138000000005,0.052478952,0.051185608,0.051545665000000004,0.052973565,0.048453021000000006,0.050395060000000005,0.051038189000000005,0.051545822000000005,0.050041979,0.052284163,0.053354161000000004,0.051996136000000005,0.052508812,0.050989274,0.049935,0.049878500000000006,0.050692633,0.055527758,0.051088612000000005,0.059309031000000005,0.051563861,0.058841689,0.050119752000000004,0.054395604,0.061084517000000005,0.054663146,0.05765792300000001,0.050961330000000006,0.051808887000000005,0.051848787,0.063232545,0.063149439,0.053798227000000004,0.052997396,0.050281937000000006,0.055226179,0.05436743300000001,0.060538640000000005,0.053377757000000005,0.060462527,0.051488864,0.051344959,0.052964678,0.053714688000000003,0.054610637000000004,0.05309164500000001,0.054744137000000005,0.04734925,0.053555303000000005,0.054638079000000006,0.052383113,0.05563222,0.056124315,0.052283508000000006,0.05407415,0.050740177000000004,0.06012345400000001,0.054946366,0.065177741,0.052816985000000004,0.058027781,0.05786581700000001,0.051896356000000005,0.048885837,0.050653595,0.056926002,0.059082516,0.054381278000000005,0.051964752,0.051334623,0.055410064,0.051285177,0.054572800000000005,0.052765313,0.050833141000000005,0.05657572600000001,0.062546056,0.055114887
milp_stepwise,1.544847011566162,1.7227098941802979,1.7722671031951904,1.8719382286071777,1.5156590938568115,1.6563224792480469,1.0498411655426025,0.997056245803833,2.86515736579895,1.3793177604675293,1.1963987350463867,2.271991491317749,2.3078815937042236,1.8226406574249268,1.87021803855896,0.9481027126312256,1.7508509159088135,1.582256555557251,1.891533374786377,3.7277908325195312,1.2716472148895264,1.4201433658599854,1.2248976230621338,0.9124979972839355,2.3323140144348145,1.5583183765411377,2.8875863552093506,1.6847474575042725,1.7955429553985596,2.011423110961914,2.668400526046753,0.9965000152587891,1.6247797012329102,1.3017973899841309,1.9248559474945068,2.775817632675171,1.2238075733184814,2.0061066150665283,1.765204906463623,1.5678331851959229,1.6183819770812988,1.5233399868011475,2.4150829315185547,1.7112700939178467,3.6232197284698486,1.7638661861419678,0.7877540588378906,2.5009782314300537,1.2482883930206299,0.8640933036804199,1.5638673305511475,2.182697296142578,1.724740743637085,1.1825897693634033,1.9349408149719238,1.7639780044555664,1.198622465133667,1.051936388015747,2.007002115249634,1.449519157409668,3.0146243572235107,1.0750954151153564,2.2979135513305664,1.687546968460083,1.3520989418029785,1.9925453662872314,2.2100048065185547,1.9982621669769287,1.3532629013061523,1.1306743621826172,1.675032615661621,1.818871259689331,1.2221062183380127,1.53193998336792,1.8805346488952637,1.9669196605682373,1.1066207885742188,1.797532081604004,1.43257737159729,1.3083961009979248,1.1116597652435303,2.2765722274780273,1.7079083919525146,1.1200542449951172,0.8603110313415527,1.7890326976776123,1.6291146278381348,1.889272928237915,2.156562328338623,2.5904645919799805,1.5014305114746094,1.7258174419403076,2.275080919265747,5.661972999572754,1.832181692123413,1.0531766414642334,1.5532326698303223,3.150536060333252,2.117107629776001,2.560309886932373
basic_none,0.030512357,0.027885334,0.023111636,0.024875654,0.026095703,0.027641902000000003,0.029634434,0.022270500000000002,0.023396803,0.021039685000000002,0.022200327000000002,0.023386470000000003,0.022697277000000002,0.022365312000000002,0.023479895,0.021574644,0.021952556,0.021362248,0.021584045,0.020625877,0.020285639,0.022737764,0.021612142,0.022318062000000003,0.020334252,0.022749793,0.022088621000000003,0.020444163,0.021986162,0.022010799,0.022856002,0.020457476000000002,0.021477907,0.023584163000000002,0.022191206,0.023077595000000003,0.024983393000000003,0.022423224000000002,0.023154137,0.022708846,0.021267151,0.020673184,0.022869145,0.023648209,0.0204503,0.022281128,0.023632412000000002,0.023770984000000002,0.023636582000000003,0.021963490000000002,0.020365847000000003,0.023647872,0.02113355,0.023100108,0.023519451,0.021778985,0.021017267000000003,0.02311927,0.022089226,0.022246661,0.022446801000000002,0.021771107,0.021465488,0.020939293,0.023408398,0.022029197,0.023046693,0.023850404000000002,0.021045658000000002,0.022240805000000002,0.022641125,0.021569181,0.023193090000000003,0.020848294,0.021546752000000002,0.024514076000000003,0.022030068,0.023473326000000003,0.022423297000000002,0.021080777000000002,0.021869689,0.02262513,0.022790111000000002,0.023110036,0.020808352000000002,0.021257453000000003,0.022756274,0.021368774,0.022886124,0.020308967,0.022514278000000002,0.022298788,0.021304709,0.022135643,0.022659213,0.021816401000000003,0.023549527,0.023333289,0.023937133000000003,0.022787615
indexed_none,0.022663348,0.022319870000000002,0.021997187,0.022299161,0.021813316000000003,0.023551251000000002,0.022180687,0.020303183000000002,0.024168778000000002,0.021714753,0.022875951000000002,0.022184212000000002,0.020238534000000002,0.020796159,0.021279887,0.020901024,0.022523656000000003,0.021547368,0.021597567,0.020687579,0.02136613,0.023667754000000003,0.020423288,0.022494516000000003,0.020978246000000002,0.022395742,0.023464078000000003,0.022766137000000002,0.022732141,0.021495073,0.022530358,0.020620076,0.022393126000000003,0.02195863,0.020424243,0.022041598000000003,0.022492475,0.022105476000000002,0.023620896000000002,0.020766755,0.021818793000000003,0.022380074,0.021177371,0.023000097,0.022686638000000002,0.021950703000000002,0.021452067000000002,0.021084311,0.022088256,0.022750855,0.021384285000000003,0.02255659,0.023405093000000002,0.020606266,0.020887686000000003,0.020248229,0.0215523,0.024029179,0.023274775,0.020681272,0.023011804,0.022336555,0.021987862,0.022335394,0.020646097000000002,0.022491282,0.02176343,0.021926221000000003,0.021217498,0.021809193,0.022283808000000002,0.024278446000000002,0.024032534,0.022647958000000003,0.023093564,0.022088933,0.02438347,0.02279058,0.02312194,0.021443669000000002,0.022076652000000002,0.022021397,0.021804417000000003,0.021268543,0.022601774,0.021438184000000002,0.022551472000000003,0.02120069,0.021432624,0.026118930000000002,0.022839037000000003,0.024939951000000002,0.023510209,0.022577791,0.022797322000000002,0.022729709,0.022580177,0.022034424,0.02160874,0.022883295
