,act_id,label,start_time,end_time,duration,location,mode
0,1,dusk,215,288,73,"(46.6131, 6.50688)",bicycling
1,2,escort,112,188,76,"(46.6131, 6.50688)",transit
2,3,home,194,212,18,"(46.6149, 6.50523)",walking
4,0,dawn,0,112,112,"(46.6131, 6.50688)",bicycling
