,act_id,label,start_time,end_time,duration,location,mode,travel_time,car_avail
0,1.0,dawn,0,9.5,9.5,"(46.5356, 6.60019)",driving,0.0002777777777777778,1.0
1,2.0,work1,9.500277777777777,13.466944444444444,3.966666666666667,"(46.5355, 6.59967)",driving,0,1.0
2,8.0,leisure,13.466944444444445,17.999722222222225,4.532777777777779,"(46.5355, 6.59967)",driving,0.0002777777777777778,1.0
3,1.0,dusk,18.0,24.0,6.0,"(46.5356, 6.60019)",driving,0,1.0
