,act_id,label,start_time,end_time,duration,location,mode
3,1,dusk @ 0 (walking),217,288,71,"(46.6131, 6.50688)",walking
4,2,escort @ 0 (car),112,188,76,"(46.6131, 6.50688)",car
11,3,home @ 2 (walking),196,214,18,"(46.6149, 6.50523)",walking
19,0,dawn @ 0 (walking),0,112,112,"(46.6131, 6.50688)",walking
