,act_id,label,start_time,end_time,duration,location,mode,travel_time,car_avail
0,1,dusk @ 0 (walking),19.0,24.0,5.0,"(46.6131, 6.50688)",walking,0,1.0
1,3,home @ 2 (walking),17.16992345590359,18.6882135172102,1.5182900613066108,"(46.6149, 6.50523)",walking,0.3117864827897988,1.0
2,0,dawn @ 0 (walking),0,16.85813697311379,16.85813697311379,"(46.6131, 6.50688)",walking,0.3117864827897988,1.0
